model_id,model_make_id,model_name,model_trim,model_year,model_body,model_engine_position,model_engine_cc,model_engine_cyl,model_engine_type,model_engine_fuel,model_transmission_type,model_drive
72722,BMW,2 Series,228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
73852,BMW,2 Series,M235i 2dr Convertible (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72724,BMW,2 Series,M235i 2dr Coupe (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72725,BMW,2 Series,M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72418,BMW,3 Series,320i 4dr Sedan (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72419,BMW,3 Series,320i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72424,BMW,3 Series,328d 4dr Sedan (2.0L 4cyl Turbodiesel 8A),2018,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,Rear Wheel Drive
72425,BMW,3 Series,328d xDrive 4dr Sedan AWD (2.0L 4cyl Turbodiesel 8A),2018,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive
72430,BMW,3 Series,328d xDrive 4dr Wagon AWD (2.0L 4cyl Turbodiesel 8A),2018,Small Station Wagons,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive
72420,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72421,BMW,3 Series,328i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72422,BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72429,BMW,3 Series,328i xDrive 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2018,Small Station Wagons,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72423,BMW,3 Series,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72426,BMW,3 Series,335i 4dr Sedan (3.0L 6cyl Turbo 8A),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72427,BMW,3 Series,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72428,BMW,3 Series,ActiveHybrid 3 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A,2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72688,BMW,3 Series Gran Turismo,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2018,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72689,BMW,3 Series Gran Turismo,328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2018,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72690,BMW,3 Series Gran Turismo,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72463,BMW,4 Series,428i 2dr Convertible (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72460,BMW,4 Series,428i 2dr Coupe (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72464,BMW,4 Series,428i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72469,BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72465,BMW,4 Series,428i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72470,BMW,4 Series,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72466,BMW,4 Series,428i xDrive SULEV 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72471,BMW,4 Series,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2018,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72467,BMW,4 Series,435i 2dr Convertible (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72461,BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72468,BMW,4 Series,435i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72462,BMW,4 Series,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71997,BMW,4 Series Gran Coupe,428i 4dr Sedan (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71467,BMW,4 Series Gran Coupe,428i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71996,BMW,4 Series Gran Coupe,428i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71995,BMW,4 Series Gran Coupe,428i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2018,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71994,BMW,4 Series Gran Coupe,435i 4dr Sedan (3.0L 6cyl Turbo 8A),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72240,BMW,4 Series Gran Coupe,435i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72510,BMW,5 Series,528i 4dr Sedan (2.0L 4cyl Turbo 8A),2018,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72511,BMW,5 Series,528i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2018,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72516,BMW,5 Series,535d 4dr Sedan (3.0L 6cyl Turbodiesel 8A),2018,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,Rear Wheel Drive
72517,BMW,5 Series,535d xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2018,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive
72512,BMW,5 Series,535i 4dr Sedan (3.0L 6cyl Turbo 8A),2018,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72514,BMW,5 Series,535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2018,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72518,BMW,5 Series,550i 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72520,BMW,5 Series,550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
72838,BMW,5 Series Gran Turismo,535i 4dr Hatchback (3.0L 6cyl Turbo 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72839,BMW,5 Series Gran Turismo,535i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72840,BMW,5 Series Gran Turismo,550i 4dr Hatchback (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72841,BMW,5 Series Gran Turismo,550i xDrive 4dr Hatchback AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
71795,BMW,6 Series,640i 2dr Convertible (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71791,BMW,6 Series,640i 2dr Coupe (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71796,BMW,6 Series,640i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71792,BMW,6 Series,640i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2018,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71797,BMW,6 Series,650i 2dr Convertible (4.4L 8cyl Turbo 8A),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71793,BMW,6 Series,650i 2dr Coupe (4.4L 8cyl Turbo 8A),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71790,BMW,6 Series,650i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
71794,BMW,6 Series,650i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
71728,BMW,6 Series Gran Coupe,640i 4dr Sedan (3.0L 6cyl Turbo 8A),2018,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71725,BMW,6 Series Gran Coupe,640i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2018,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71726,BMW,6 Series Gran Coupe,650i 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71727,BMW,6 Series Gran Coupe,650i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
72542,BMW,7 Series,740i 4dr Sedan (3.0L 6cyl Turbo 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71677,BMW,7 Series,740Ld xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2018,Large Cars,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive
72545,BMW,7 Series,740Li 4dr Sedan (3.0L 6cyl Turbo 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72543,BMW,7 Series,740Li xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72544,BMW,7 Series,750i 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72548,BMW,7 Series,750i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
72546,BMW,7 Series,750Li 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72547,BMW,7 Series,750Li xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
72549,BMW,7 Series,760Li 4dr Sedan (6.0L 12cyl Turbo 8A),2018,Large Cars,Front,6000,12,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72766,BMW,ActiveHybrid 5,4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2018,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72815,BMW,ActiveHybrid 7,740Li 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
73068,BMW,ALPINA B6 Gran Coupe,xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
73040,BMW,ALPINA B7,LWB 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
73046,BMW,ALPINA B7,LWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
73038,BMW,ALPINA B7,SWB 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive
73042,BMW,ALPINA B7,SWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
71347,BMW,M3,4dr Sedan (3.0L 6cyl Turbo 6M),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive
72224,BMW,M4,2dr Convertible (3.0L 6cyl Turbo 6M),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive
71379,BMW,M4,2dr Coupe (3.0L 6cyl Turbo 6M),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive
72834,BMW,M5,4dr Sedan (4.4L 8cyl Turbo 7AM),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive
71906,BMW,M6,2dr Convertible (4.4L 8cyl Turbo 7AM),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive
71905,BMW,M6,2dr Coupe (4.4L 8cyl Turbo 7AM),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive
71909,BMW,M6 Gran Coupe,4dr Sedan (4.4L 8cyl Turbo 7AM),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive
71678,BMW,X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71679,BMW,X1,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71680,BMW,X1,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71534,BMW,X3,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
71738,BMW,X3,xDrive28d 4dr SUV AWD (2.0L 4cyl Turbodiesel 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive
71737,BMW,X3,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71736,BMW,X3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71761,BMW,X4,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
71360,BMW,X4,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72607,BMW,X5,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
72609,BMW,X5,xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive
72608,BMW,X5,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
72610,BMW,X5,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2018,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
72098,BMW,X6,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
73294,BMW,X6,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
73297,BMW,X6,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2018,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive
71697,BMW,Z4,sDrive28i 2dr Convertible (2.0L 4cyl Turbo 6M),2018,Two Seaters,Front,2000,4,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive
71698,BMW,Z4,sDrive35i 2dr Convertible (3.0L 6cyl Turbo 7AM),2018,Two Seaters,Front,3000,6,Inline,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive
71699,BMW,Z4,sDrive35is 2dr Convertible (3.0L 6cyl Turbo 7AM),2018,Two Seaters,Front,3000,6,Inline,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive
74038,BMW,2 Series,228i 2dr Convertible (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75292,BMW,2 Series,228i 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75293,BMW,2 Series,228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
76423,BMW,2 Series,228i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75295,BMW,2 Series,228i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75294,BMW,2 Series,228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
76424,BMW,2 Series,M235i 2dr Convertible (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75296,BMW,2 Series,M235i 2dr Coupe (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75297,BMW,2 Series,M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
74990,BMW,3 Series,320i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
74991,BMW,3 Series,320i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
74996,BMW,3 Series,328d 4dr Sedan (2.0L 4cyl Turbodiesel 8A),2019,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,Rear Wheel Drive
74997,BMW,3 Series,328d xDrive 4dr Sedan AWD (2.0L 4cyl Turbodiesel 8A),2019,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive
75002,BMW,3 Series,328d xDrive 4dr Wagon AWD (2.0L 4cyl Turbodiesel 8A),2019,Small Station Wagons,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive
74992,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
74993,BMW,3 Series,328i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
74994,BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75001,BMW,3 Series,328i xDrive 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2019,Small Station Wagons,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
74995,BMW,3 Series,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
74998,BMW,3 Series,335i 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
74999,BMW,3 Series,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75000,BMW,3 Series,ActiveHybrid 3 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A,2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75260,BMW,3 Series Gran Turismo,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2019,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75261,BMW,3 Series Gran Turismo,328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2019,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75262,BMW,3 Series Gran Turismo,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75035,BMW,4 Series,428i 2dr Convertible (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75032,BMW,4 Series,428i 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75036,BMW,4 Series,428i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75041,BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75037,BMW,4 Series,428i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75042,BMW,4 Series,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75038,BMW,4 Series,428i xDrive SULEV 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75043,BMW,4 Series,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75039,BMW,4 Series,435i 2dr Convertible (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75033,BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
75040,BMW,4 Series,435i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
75034,BMW,4 Series,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
74569,BMW,4 Series Gran Coupe,428i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
74039,BMW,4 Series Gran Coupe,428i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive
74568,BMW,4 Series Gran Coupe,428i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
74567,BMW,4 Series Gran Coupe,428i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive
