model_id,model_make_id,model_name,model_trim,model_year,model_body,model_engine_position,model_engine_cc,model_engine_cyl,model_engine_type,model_engine_fuel,model_transmission_type,model_drive,car_age,engine_size_category,is_high_cyl,is_automatic,top_speed_kmh,acceleration_0_100_sec,co2_emissions_gpkm,safety_rating,num_doors
72815,BMW,ActiveHybrid 7,740Li 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2018,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Large,1,1,220,7.0,160,4,4
73068,BMW,ALPINA B6 Gran Coupe,xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Very Large,1,1,220,7.0,160,4,4
73040,BMW,ALPINA B7,LWB 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Very Large,1,1,220,7.0,160,4,4
73046,BMW,ALPINA B7,LWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Very Large,1,1,220,7.0,160,4,4
73038,BMW,ALPINA B7,SWB 4dr Sedan (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Very Large,1,1,220,7.0,160,4,4
73042,BMW,ALPINA B7,SWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2018,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Very Large,1,1,220,7.0,160,4,4
71347,BMW,M3,4dr Sedan (3.0L 6cyl Turbo 6M),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,7,Large,1,0,290,3.9,221,5,4
72224,BMW,M4,2dr Convertible (3.0L 6cyl Turbo 6M),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,7,Large,1,0,220,7.0,160,4,4
71379,BMW,M4,2dr Coupe (3.0L 6cyl Turbo 6M),2018,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,7,Large,1,0,220,7.0,160,4,4
72834,BMW,M5,4dr Sedan (4.4L 8cyl Turbo 7AM),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,7,Very Large,1,0,220,7.0,160,4,4
71906,BMW,M6,2dr Convertible (4.4L 8cyl Turbo 7AM),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,7,Very Large,1,0,220,7.0,160,4,4
71905,BMW,M6,2dr Coupe (4.4L 8cyl Turbo 7AM),2018,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,7,Very Large,1,0,220,7.0,160,4,4
71909,BMW,M6 Gran Coupe,4dr Sedan (4.4L 8cyl Turbo 7AM),2018,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,7,Very Large,1,0,220,7.0,160,4,4
71678,BMW,X1,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Medium,0,1,216,7.7,131,5,5
71679,BMW,X1,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Medium,0,1,216,7.7,131,5,5
71680,BMW,X1,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 6A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Large,1,1,216,7.7,131,5,5
71534,BMW,X3,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Medium,0,1,220,7.0,160,4,4
71738,BMW,X3,xDrive28d 4dr SUV AWD (2.0L 4cyl Turbodiesel 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive,7,Medium,0,1,220,7.0,160,4,4
71737,BMW,X3,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Medium,0,1,220,7.0,160,4,4
71736,BMW,X3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Large,1,1,220,7.0,160,4,4
71761,BMW,X4,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),2018,Sport Utility Vehicles,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Medium,0,1,220,7.0,160,4,4
71360,BMW,X4,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Large,1,1,220,7.0,160,4,4
72607,BMW,X5,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Large,1,1,243,5.5,180,5,5
72609,BMW,X5,xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive,7,Large,1,1,243,5.5,180,5,5
72608,BMW,X5,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Large,1,1,243,5.5,180,5,5
72610,BMW,X5,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2018,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Very Large,1,1,243,5.5,180,5,5
72098,BMW,X6,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,7,Large,1,1,220,7.0,160,4,4
73294,BMW,X6,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),2018,Sport Utility Vehicles,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Large,1,1,220,7.0,160,4,4
73297,BMW,X6,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),2018,Sport Utility Vehicles,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,7,Very Large,1,1,220,7.0,160,4,4
71697,BMW,Z4,sDrive28i 2dr Convertible (2.0L 4cyl Turbo 6M),2018,Two Seaters,Front,2000,4,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,7,Medium,0,0,250,5.0,160,4,2
71698,BMW,Z4,sDrive35i 2dr Convertible (3.0L 6cyl Turbo 7AM),2018,Two Seaters,Front,3000,6,Inline,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,7,Large,1,0,250,5.0,160,4,2
71699,BMW,Z4,sDrive35is 2dr Convertible (3.0L 6cyl Turbo 7AM),2018,Two Seaters,Front,3000,6,Inline,Premium Unleaded (Required),Automated Manual,Rear Wheel Drive,7,Large,1,0,250,5.0,160,4,2
74038,BMW,2 Series,228i 2dr Convertible (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75292,BMW,2 Series,228i 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75293,BMW,2 Series,228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
76423,BMW,2 Series,228i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75295,BMW,2 Series,228i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75294,BMW,2 Series,228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
76424,BMW,2 Series,M235i 2dr Convertible (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75296,BMW,2 Series,M235i 2dr Coupe (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75297,BMW,2 Series,M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74990,BMW,3 Series,320i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74991,BMW,3 Series,320i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74996,BMW,3 Series,328d 4dr Sedan (2.0L 4cyl Turbodiesel 8A),2019,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,Rear Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74997,BMW,3 Series,328d xDrive 4dr Sedan AWD (2.0L 4cyl Turbodiesel 8A),2019,Compact Cars,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
75002,BMW,3 Series,328d xDrive 4dr Wagon AWD (2.0L 4cyl Turbodiesel 8A),2019,Small Station Wagons,Front,2000,4,Inline,Diesel,Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74992,BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74993,BMW,3 Series,328i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74994,BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
75001,BMW,3 Series,328i xDrive 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2019,Small Station Wagons,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74995,BMW,3 Series,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
74998,BMW,3 Series,335i 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,250,5.8,149,5,4
74999,BMW,3 Series,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,250,5.8,149,5,4
75000,BMW,3 Series,ActiveHybrid 3 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A,2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,250,5.8,149,5,4
75260,BMW,3 Series Gran Turismo,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2019,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
75261,BMW,3 Series Gran Turismo,328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),2019,Large Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.8,149,5,4
75262,BMW,3 Series Gran Turismo,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,250,5.8,149,5,4
75035,BMW,4 Series,428i 2dr Convertible (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75032,BMW,4 Series,428i 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75036,BMW,4 Series,428i SULEV 2dr Convertible (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75041,BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75037,BMW,4 Series,428i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75042,BMW,4 Series,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75038,BMW,4 Series,428i xDrive SULEV 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75043,BMW,4 Series,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2019,Subcompact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
75039,BMW,4 Series,435i 2dr Convertible (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75033,BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75040,BMW,4 Series,435i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75034,BMW,4 Series,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74569,BMW,4 Series Gran Coupe,428i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
74039,BMW,4 Series Gran Coupe,428i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
74568,BMW,4 Series Gran Coupe,428i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
74567,BMW,4 Series Gran Coupe,428i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Compact Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,220,7.0,160,4,4
74566,BMW,4 Series Gran Coupe,435i 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74812,BMW,4 Series Gran Coupe,435i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75082,BMW,5 Series,528i 4dr Sedan (2.0L 4cyl Turbo 8A),2019,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Medium,0,1,250,5.2,155,5,4
75083,BMW,5 Series,528i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2019,Midsize Cars,Front,2000,4,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Medium,0,1,250,5.2,155,5,4
75088,BMW,5 Series,535d 4dr Sedan (3.0L 6cyl Turbodiesel 8A),2019,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,Rear Wheel Drive,6,Large,1,1,250,5.2,155,5,4
75089,BMW,5 Series,535d xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2019,Midsize Cars,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive,6,Large,1,1,250,5.2,155,5,4
75084,BMW,5 Series,535i 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,250,5.2,155,5,4
75086,BMW,5 Series,535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2019,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,250,5.2,155,5,4
75090,BMW,5 Series,550i 4dr Sedan (4.4L 8cyl Turbo 8A),2019,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,250,5.2,155,5,4
75092,BMW,5 Series,550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,250,5.2,155,5,4
75410,BMW,5 Series Gran Turismo,535i 4dr Hatchback (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,250,5.2,155,5,4
75411,BMW,5 Series Gran Turismo,535i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,250,5.2,155,5,4
75412,BMW,5 Series Gran Turismo,550i 4dr Hatchback (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,250,5.2,155,5,4
75413,BMW,5 Series Gran Turismo,550i xDrive 4dr Hatchback AWD (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,250,5.2,155,5,4
74367,BMW,6 Series,640i 2dr Convertible (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74363,BMW,6 Series,640i 2dr Coupe (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74368,BMW,6 Series,640i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74364,BMW,6 Series,640i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),2019,Subcompact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74369,BMW,6 Series,650i 2dr Convertible (4.4L 8cyl Turbo 8A),2019,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
74365,BMW,6 Series,650i 2dr Coupe (4.4L 8cyl Turbo 8A),2019,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
74362,BMW,6 Series,650i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A),2019,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
74366,BMW,6 Series,650i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A),2019,Subcompact Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
74300,BMW,6 Series Gran Coupe,640i 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74297,BMW,6 Series Gran Coupe,640i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2019,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,220,7.0,160,4,4
74298,BMW,6 Series Gran Coupe,650i 4dr Sedan (4.4L 8cyl Turbo 8A),2019,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
74299,BMW,6 Series Gran Coupe,650i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
75114,BMW,7 Series,740i 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,250,5.4,170,5,4
74249,BMW,7 Series,740Ld xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2019,Large Cars,Front,3000,6,Inline,Diesel,Automatic,All Wheel Drive,6,Large,1,1,250,5.4,170,5,4
75117,BMW,7 Series,740Li 4dr Sedan (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,250,5.4,170,5,4
75115,BMW,7 Series,740Li xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Large,1,1,250,5.4,170,5,4
75116,BMW,7 Series,750i 4dr Sedan (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,250,5.4,170,5,4
75120,BMW,7 Series,750i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,250,5.4,170,5,4
75118,BMW,7 Series,750Li 4dr Sedan (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,250,5.4,170,5,4
75119,BMW,7 Series,750Li xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,250,5.4,170,5,4
75121,BMW,7 Series,760Li 4dr Sedan (6.0L 12cyl Turbo 8A),2019,Large Cars,Front,6000,12,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,250,5.4,170,5,4
75338,BMW,ActiveHybrid 5,4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2019,Midsize Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75387,BMW,ActiveHybrid 7,740Li 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 8A),2019,Large Cars,Front,3000,6,Inline,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Large,1,1,220,7.0,160,4,4
75640,BMW,ALPINA B6 Gran Coupe,xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Midsize Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
75612,BMW,ALPINA B7,LWB 4dr Sedan (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
75618,BMW,ALPINA B7,LWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
75610,BMW,ALPINA B7,SWB 4dr Sedan (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,Rear Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
75614,BMW,ALPINA B7,SWB xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),2019,Large Cars,Front,4400,8,V,Premium Unleaded (Required),Automatic,All Wheel Drive,6,Very Large,1,1,220,7.0,160,4,4
73919,BMW,M3,4dr Sedan (3.0L 6cyl Turbo 6M),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,6,Large,1,0,290,3.9,221,5,4
74796,BMW,M4,2dr Convertible (3.0L 6cyl Turbo 6M),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,6,Large,1,0,220,7.0,160,4,4
73951,BMW,M4,2dr Coupe (3.0L 6cyl Turbo 6M),2019,Compact Cars,Front,3000,6,Inline,Premium Unleaded (Required),Manual,Rear Wheel Drive,6,Large,1,0,220,7.0,160,4,4
